3931	Bill and Marty	http://simpsons.wikia.com/wiki/Bill_and_Marty
3932	Lyle Lanley	http://simpsons.wikia.com/wiki/Lyle_Lanley
3933	Scott Christian	http://simpsons.wikia.com/wiki/Scott_Christian
3934	Mr. Teeny	http://simpsons.wikia.com/wiki/Mr._Teeny
3935	Princess Kashmir	http://simpsons.wikia.com/wiki/Princess_Kashmir
3955	Don Vittorio DiMaggio	http://simpsons.wikia.com/wiki/Don_Vittorio_DiMaggio
3963	Karl	http://simpsons.wikia.com/wiki/Karl
3965	Legs	http://simpsons.wikia.com/wiki/Legs
3967	Multi-eyed squirrel	http://simpsons.wikia.com/wiki/Multi-eyed_squirrel
3972	MacArthur Parker	http://simpsons.wikia.com/wiki/MacArthur_Parker
3973	Roy	http://simpsons.wikia.com/wiki/Roy
3976	List of Itchy & Scratchy cartoons	http://simpsons.wikia.com/wiki/List_of_Itchy_%26_Scratchy_cartoons
3980	Springfield mafia	http://simpsons.wikia.com/wiki/Springfield_mafia
3994	Bartman	http://simpsons.wikia.com/wiki/Bartman
3995	Michael D'Amico	http://simpsons.wikia.com/wiki/Michael_D%27Amico
4000	South Street Squidport	http://simpsons.wikia.com/wiki/South_Street_Squidport
4002	The Itchy & Scratchy Store	http://simpsons.wikia.com/wiki/The_Itchy_%26_Scratchy_Store
4004	Radioactive Man (character)	http://simpsons.wikia.com/wiki/Radioactive_Man_(character)
4005	Fallout Boy	http://simpsons.wikia.com/wiki/Fallout_Boy
4006	The Collector	http://simpsons.wikia.com/wiki/The_Collector
4011	New Horrorfield	http://simpsons.wikia.com/wiki/New_Horrorfield
4016	Jimmy the Snitch	http://simpsons.wikia.com/wiki/Jimmy_the_Snitch
4019	Eddie	http://simpsons.wikia.com/wiki/Eddie
4020	Mrs. Gumble	http://simpsons.wikia.com/wiki/Mrs._Gumble
4022	Globex Corporation	http://simpsons.wikia.com/wiki/Globex_Corporation
4023	John (Homer's Phobia)	http://simpsons.wikia.com/wiki/John_(Homer%27s_Phobia)
4029	Pressboard Estates (neighborhood)	http://simpsons.wikia.com/wiki/Pressboard_Estates_(neighborhood)
4038	Larry Burns	http://simpsons.wikia.com/wiki/Larry_Burns
4070	Cleanie	http://simpsons.wikia.com/wiki/Cleanie
4071	Luke Stetson	http://simpsons.wikia.com/wiki/Luke_Stetson
4101	The Land of Chocolate	http://simpsons.wikia.com/wiki/The_Land_of_Chocolate
4102	Burns Manor	http://simpsons.wikia.com/wiki/Burns_Manor
4136	Rural Route 9	http://simpsons.wikia.com/wiki/Rural_Route_9
4137	Evergreen Terrace	http://simpsons.wikia.com/wiki/Evergreen_Terrace
